,smile,activity
210,C1C2=CC=CC=C2CN1CC3=NC4=NNC(=O)C5=C4C(=CC=C5)N3,Inactive
211,C1=CC=C(C(=C1)/C=N/NC(=O)N/N=C/C2=CC=CC=C2O)O,Inactive
212,CN(C)CC(CN(C)C)C1=CC=CC=N1.Cl,Inactive
213,CCC(C)C(C(=O)O)NC(=O)C1=CC=CC2=C1NC3=CC=CC=C3C2=O,Inactive
214,CN/N=C(/C1C(=O)NC(=O)N1)\C(=O)NC2=C(C=C(C=C2)[N+](=O)[O-])[N+](=O)[O-],Inactive
215,CC1=C(C(=C2C(=C1O)[C@]3(C(=CC(=C(C3=O)C(=O)C)O)O2)C)C(=O)/C=C/C4=CC=C(C=C4)OC)O,Inactive
216,CC(C(=O)NC(CCC(=O)NCCNCCNC1=C2C(=NC3=CC=CC=C31)C=CC=C2[N+](=O)[O-])C(=O)N)NC(=O)C(CCCC(C(=O)OC)N)N.Cl,Inactive
217,C1=CC(=CC=C1CC2=NNC(=O)N2)[N+](=O)[O-],Inactive
218,CCC(C)C(C(=O)NC(C(C)C)C(=O)NC(C)C(=O)NC(C(C)C)C(=O)NC(CCC(=O)O)C(=O)NC(CC(C)C)C(=O)NC(CC(=O)O)C(=O)NC(C(C)O)C(=O)NC(CC1=CC=C(C=C1)O)C(=O)N2CCCC2C(=O)O)NC(=O)C(C(C)O)NC(=O)C(CC(=O)N)NC(=O)CN,Inactive
219,C1CN(CCN1CC(=O)NC2=C(C=C(C=C2)Cl)C(=O)C3=CC=CC=C3Cl)C4=NC=NC5=CC=CC=C54,Inactive
220,CCOC(=O)C1=C(CC(=O)N=C1N2CCCC2)O,Inactive
221,CC(=O)O[C@@H]1[C@H]2COC(=O)[C@@H]2[C@@H](C3=CC4=C(C=C13)OCO4)C5=CC(=C(C(=C5)OC)OC)OC,Active
222,COC1=CC=C(C=C1)CN2C3=CC=CC=C3/C(=C/C(=O)C4=CC=C(C=C4)OCCN5CCCCC5)/C2=O,Inactive
223,CC1=C2C(=CC=C1)NC=C2C3=NC=C(N3)C(=O)C4=CC(=C(C(=C4)OC)OC)OC,Active
224,CCCC(=O)NC1=CN(C(=C1)/C=C/C(=O)N2CC(C3=C4C(=CNC4=C(C=C32)OCC5=CC=CC=C5)C)CCl)C,Active
225,CC(C)(C)C1=CC(=NO1)NC(=O)CC2=CC=C(C=C2)C3=CN=C4C=C(C=CC4=N3)C5=CN(N=C5)CCN6CCOCC6,Active
226,CC(=O)OCC1=C(C(C2=CC3=C(C=C2O1)OCO3)C4=CC(=C(C(=C4)OC)OC)OC)C(=O)O,Inactive
227,COC1=CC=C(C=C1)NC2=NC=CC(=N2)NC3=CC4=C(C=C3)NN=C4,Inactive
228,CC1=C(C(=O)C=CN1CCC2=CC=C(C=C2)O)O,Inactive
229,CC[C@H](C)[C@H]([C@H](C)C(=O)[C@H](C)/C=C(\C)/C=C/C[C@@H](C)/C=C(/CC)\C=C\[C@@H]1[C@@H](C=CC(=O)O1)C)O,Active
230,CCN1CCC(C(C1)C(=O)C2=CC=C(C=C2)C)(C3=CC=C(C=C3)C)O.Br,Inactive
231,COC1=CC(=CC(=C1O)O)CCCOC(=O)/C=C/C2=CC(=C(C=C2)O)O,Inactive
232,COC1=CC=C(C=C1)[C@]23[C@@H]([C@H]([C@H]([C@]2(C4=C(O3)C=C(C=C4OC)OC)O)O)C(=O)N)C5=CC=CC=C5,Active
233,C1=CC=C(C=C1)C2=NC3=CC=CC=C3C(=C2)C(=O)NCCNCCNC(=O)C4=CC(=NC5=CC=CC=C54)C6=CC=CC=C6,Inactive
234,CN1C2=C(C=C(C(=C2)Cl)C(CN3CCN(CC3)CC4=CC=CC=N4)O)OC1=O,Inactive
235,C1=CC=C(C=C1)C(=O)NC2=NC(=O)N(C=C2)CCI,Inactive
236,C1=CC=C(C=C1)C(=O)NC2=NC=CC3=C2C=CN3C4=CC=C(C=C4)NC(=O)NC5=CC(=C(C=C5)Cl)Cl,Inactive
237,CN1C/C(=C\C2=CC=C(C=C2)OC)/C3=C(C1)C(=C(C(=O)N3)C#N)C4=CC=C(C=C4)OC,Inactive
238,CCOC(=O)CCC(C(=O)OCC)NC(=O)C1=CC=C(C=C1)OCC2=NC3=CC=CC=C3N4C2=CC=C4,Inactive
239,CC(=O)OC1=CC=C(C=C1)CCC2=CC(=C(C(=C2)OC)OC)OC,Inactive
240,CC1C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)OC(C(=O)NC(C(=O)O1)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C)C)C(C)C)C(C)C)C(C)C,Active
241,CN1C2=C(C=C(C=C2)I)C3(C1=O)CC(=C)C(=O)O3,Inactive
242,CC[N+](C)(CC)CCNC(=O)C(C1=CC=CC=C1)(C2=CC=CC=C2)O.[I-],Inactive
243,C1CC2(C3C1C4=CC=CC=C4C5(C3C6=CC=CC=C65)O)OCCO2,Inactive
244,C1C2CC3CC1CC(C2)(C3)C4=CC5=C(C=C4)N(C(=N5)CC6=CC=CC=C6)C(=O)C7=CC=CC=C7,Inactive
245,CC(=O)NC1=CC(=C(C=C1)Cl)Cl,Inactive
246,C1=CN(C2=NC=NC(=C21)N)CC=C(CO)CO,Inactive
247,CC1=CC=C(C=C1)N=NC2=CC=C(C(=O)C=C2)OC(=O)C(=C)C,Inactive
248,CC/C(=C(\C1=CC=C(C=C1)OCCN2CCCCCC2)/C3=CC=C(C=C3)OC(=O)NCC4=CC=CC=C4)/CC5=CC=CC=C5,Inactive
249,CC(C)[C@@H](C(=O)O)NC(=O)[C@@H](CC1=CC=C(C=C1)N(CCCl)CCCl)N.C(=O)(C(F)(F)F)O,Inactive
250,COC1=CC(=CC(=C1)CCCC(COC2=CC=CC3=C2C4(C3CCCCC4)O)O)OC.C(=O)(C(=O)O)O,Inactive
251,CN1C2=CC=CC=C2C3=C1C4=C(C=C3)C(=O)C5=CC=CC=C5C4=O,Inactive
252,CC1=CC(=C(C(=C1)Br)NC(=O)C2=C(ON=C2C3=C(C=CC=C3Cl)Cl)C)Br,Inactive
253,CC(=O)C(=CC1=CN(C(=O)N(C1=O)C)C)C(=O)C,Inactive
254,CCOC(=O)/C=C\1/C2(CCC3=C(C2C(=O)OCC)NC4=CC=CC=C34)C5=CC=CC=C5N1,Inactive
255,COC1=C(C=CC(=C1)CCNC2=CC(=O)C3=C(C2=O)N=CC=C3)O,Inactive
256,COC1=C(C=C2C(=C1)C3=C(C4=C(C3=O)C=C(C=C4)N)N(C2=O)CCCN)OC.Cl,Inactive
257,CN1C=C(C=N1)C2=CC=C(C=C2)C3=CN=CC(=C3N4CCC5(CCNC5=O)CC4)Cl,Inactive
258,C1CC1NC2=C3C(=NC=N2)N(C=N3)CCCNO.Cl,Inactive
259,COC1=CC(=CC(=C1OC)OC)C2CC(=NN2C3=CC=CC=C3)C4=CC(=CC=C4)NC5=CC=NC=C5,Inactive
260,CC1=C(C(=O)NC(=O)N1CCN2CCN(CC2)C(=O)NCCCCCCNC(=O)N3CCN(CC3)CCN4C(=C(C(=O)NC4=O)C#N)C)C#N,Inactive
261,C1=CC=C(C(=C1)C#CCCCCO)C#CC2=CC=CC=C2C(F)(F)F,Inactive
262,CN(C)CCNC1=C2C(=C(C3=C1C(=CN3)CN(C)C)NCCN(C)C)C(=O)C4=CC=CC=C4C2=O,Inactive
263,CC(CO)(C(=O)O)NC1=C(C=C(C=C1)[N+](=O)[O-])[N+](=O)[O-],Inactive
264,CN(C)CCNC1=NC=NC2=C1NC(=N2)C3=CC4=CC=CC=C4C=C3.Cl,Inactive
265,C1CC(CN(C1)CCC2=CNC3=CC=CC=C32)C(=O)O,Inactive
266,C1COCCN1C23C4C5CC6C4C(O2)(C7C6C5C37)N8CCOCC8,Inactive
267,C1CC2=CC3=C(CC(C3=O)CC4=CC=CC=C4)C(=C2C1)C(=O)O,Inactive
268,C1C2C(CC3=C1C4=CC=CC=C4N3C(=O)C5=CC=CC=C5)C(=O)N(C2=O)C6=CC=C(C=C6)NC7=CC=C(C=C7)N8C(=O)C9CC1=C(CC9C8=O)N(C2=CC=CC=C12)C(=O)C1=CC=CC=C1,Inactive
269,CC1(OC(C(O1)C(C)(C)O)C(C)(C)O)C,Inactive
270,CC1=C(C(=O)C2=C(C1=O)N3CC4C(C3=C2COC(=O)N)N4C)OC,Active
271,C[C@@]12CC/C=C(\CC[C@@H]3[C@@H]([C@@H]1O2)OC(=O)C3=C)/COC(=O)C(=O)C4=CN(C5=C4C=C(C=C5)Cl)C,Inactive
272,C[C@H]1CN(CCN1C2=CN=C(C=C2)NC3=CC(=CN(C3=O)C)C4=C(C(=NC=C4)N5CCN6C7=C(CC(C7)(C)C)C=C6C5=O)CO)C8COC8,Inactive
273,CC1=CC2=NC3=CC=CC=C3N2C4=C1C=CC(=N4)N,Inactive
274,CC1=CC(=CC(=C1O)OC)/C=C/C(=O)CC(=O)/C=C/C2=CC(=C(C(=C2)C)O)OC,Inactive
275,CC(C)N(C1=C(C=C2C(=C1)N(C=C(C2=O)C(=O)O)C3=NC=C(C=C3)N4CCN(CC4)C)F)C(C)C,Inactive
276,C1CCC2=C(C1)C3=C(C=CC4=CC=CC=C43)N=C2C5=C(C=C(C=C5)O)O,Inactive
277,C=C1CC2(CCOC3=C2C=C(C=C3)Cl)OC1=O,Inactive
278,C1CCN=C(NC1)N/N=C\C2=CC=CC=C2C(=O)O.I,Inactive
279,CC[C@@H]1[C@@H](C(=O)O[C@H](C(=O)NCC(=O)N([C@H](C(=O)NCC(=O)N([C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)C(C(=O)N[C@H](C(=O)N1)C)(C)C)C)CC2=CC=C(C=C2)OC)C)C(C)C)C)CC(C)C)C)[C@@H](C)CC)C,Active
280,CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)OCC,Inactive
281,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=C(C=C6)N(C)C)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C,Active
282,COC1=C(C=C2C(=C1)C(=O)N3CCCCCC3=N2)OC.Cl,Inactive
283,COCCOCOC1=C2C(=C(C=C1)OCOCCOC)C(=O)C3=CC=CC=C3C2=O,Inactive
284,CCCNC(=O)CN1C2=C(CCCC2)C3=CC=CC=C31,Inactive
285,C1=CC2=C(C(=C(C=C2Cl)I)O)N=C1,Inactive
286,C1C2=C(C3=C(C=CC=N3)C=C2)OCN1CC4=CC(=C(C=C4)Cl)Cl,Inactive
287,CC1CCCC2(C1=CC3C(C2)OC(=O)C3=C)C,Inactive
288,CN1CCN(CC1)CC2=NC3=CC=CC4=C3C(=[N+]2[O-])C5=CC=CC=C45,Inactive
289,COC(=O)C1=CN(N=N1)CCCCO,Inactive
290,CN1C2=CC=CC=C2N3C1=NN=C(C3=O)C4=CC=C(C=C4)OC,Inactive
291,CC1C(=O)NC(C(=O)N(C(C(=O)NC(C(=O)N(C2C(C3=CC=C(C=C3)OC4=C(C=CC(=C4)CC(C(=O)N1)N(C2=O)C)O)O)C)C)CC5=CC=C(C=C5)OC)C)C,Active
292,CC1=C(C(=C(C(=C1C)C)N2C(=O)N(C(=O)N2C3=CC(=CC(=C3O)C(C)(C)C)C(C)(C)C)C)C)C,Inactive
293,CCNC(=O)C(C1(CCC2[C@@]1(C[C@@H](C3[C@H]2CCC4=CC(=O)C=C[C@]34C)O)C)O)O,Inactive
294,CC(C)(/C/1=C/C=C/CCCCCCCCCC1)O,Inactive
295,C1=CC(=CC=C1C(=O)CC(CCC(=O)O)C(=O)O)NCC2=CN=C3C(=N2)C(=NC(=N3)N)N,Inactive
296,C1=CC=C(C=C1)C(=O)/C=C/C2=CC=CC=N2,Inactive
297,C/C(=C(/C1=CC=C(C=C1)O)\C2=CC=C(C=C2)Cl)/C3=CC=CC=C3,Inactive
298,C1=CC=C(C(=C1)OC/C(=N/NC(=O)C2=CC=NC=C2)/N=CC3=CN=CC=C3)Cl,Inactive
299,COC1=CC(=C(C=C1N)[N+](=O)[O-])[N+](=O)[O-],Inactive
300,CCCC1(CC(OC2C1OC(OC2)C3=CC=CC=C3)OC)NC(=O)C(F)(F)F,Inactive
301,C1CCN(C1)C2=NC3=C(C=NN3)C(=N2)NC4=CC=C(C=C4)C5=NC6=CC=CC=C6N5,Inactive
302,C[C@H]1CCC[C@@]2([C@@H](O2)C[C@H](OC(=O)C[C@@H](C(C(=O)[C@@H]([C@H]1O)C)(C)C)O)/C(=C/C3=NN(C=C3)C4=CC=C(C=C4)N)/C)C,Active
303,C1=C2C(=CC3=C1N=C(C(=N3)N)N)N=C(C(=N2)N)N,Inactive
304,COC1=C(C=C2C(=C1)N=CN=C2NC3=CC=CC(=C3)C#C)OCCCCCCC(=O)NO,Active
305,C1C=CN(C=C1C(=O)N)CC(=O)N,Inactive
306,COC1=CC(=CC(=C1OC)OC)[C@H]2CC(=O)C[C@H](C23C(=O)C4=CC=CC=C4C3=O)C5=CC(=C(C(=C5)OC)OC)OC,Inactive
307,C1C2CC3CC1CC(C2)(C3)N4C(ON=C4C5=CC=C(C=C5)[N+](=O)[O-])C6=CC=C(C=C6)Cl,Inactive
308,CCOC(=O)C1=C(N(C(C12CCOC2=O)(C)O)NC(=O)N)C,Inactive
309,CCCCCCCCCCCCC(C1=CC=C(O1)CCCC=C)O,Inactive
310,COC1=C(C2=C3C(=C1)NC(=O)C4=C3C(=CC(=C4)C5=CC=CC=C5)C(=N2)Cl)OC,Inactive
311,CC(C)N1C2=NC=NC(=C2C(=N1)C3=CC4=C(C=C3)OC(=N4)N)N,Active
312,C1CCN(C1)C2=CC3=C(C=C2)NC(=CC3=O)C4=CC(=CC=C4)OC(F)(F)F,Active
313,C1=CC=C2C(=C1)NC3=C(C(=CC(=O)N23)CC(=O)O)C#N,Inactive
314,C[C@@H](C(=O)OC)N1C(=O)[C@@H](NC1=O)C(C)C,Inactive
315,C1=CC(=CC=C1N2C=NC3=C(N=C(N=C32)N)N)Br.Cl,Inactive
316,C1=CC=C(C=C1)C2=C(C(=O)NC(=N2)N)CCCOC3=CC=C(C=C3)N.Cl,Active
317,C[C@H](C1=CC=CC=C1)NC2CCC[C@H]2O,Inactive
318,CC1=NC2=CC=CC=C2C(=O)N1NC(=O)CC3=CC=CC=C3,Inactive
319,C1C(C(C(C(O1)(CNN2C(=NC3=CC=CC=C3C2=O)C4=CC=CC=C4)O)O)O)O.C(=O)(C(=O)O)O,Inactive
320,C[C@H]1[C@H](OC(CC1=C)(C(C(=O)N[C@@H]2C3[C@@H](C(C([C@H](O3)C[C@@H](COC)O)(C)C)OC)OCO2)O)OC)C,Active
321,C1CC2C3CC4=C(C2(CCN3C=O)CC1O)C(=CC(=C4)OC5=NN=NN5C6=CC=CC=C6)O,Inactive
322,C1=CC=C2C(=C1)C3=CC(=C(C=C3C2=O)[N+](=O)[O-])[N+](=O)[O-],Inactive
323,CCCCCNC(=O)C1=CC2=C(C=CC(=C2)CCl)OC1=O,Inactive
324,CC(=O)NCCC(=O)C1=C(C=CC(=C1)OC)NC(=O)C,Inactive
325,CC1=C2C=C[N+](=CC2=C(C3=C1NC4=C3C=C(C=C4)O)C)C.CC(=O)[O-],Inactive
326,CCOC(=O)/C=C\[C@@H]1[C@@H](OC(O1)(C)C)[C@@H]([C@H]2COC(O2)(C)C)O,Inactive
327,CCN(CC)CCO/N=C\1/CC[C@@]2([C@H]3CC[C@]4([C@H]([C@@H]3CCC2=C1)CC[C@]4(C#C)O)C)C,Inactive
328,CCCC(=O)NC1CCC2=CC(=C(C(=C2C3=CC=C(C(=O)C=C13)OC)OC)OC)OC,Active
329,CC1=NCCC2=C1NC3=C2C=CC(=C3[N+](=O)[O-])OC,Inactive
330,CCOC(=O)NNC(=O)NCC1=CC=CC=C1CNC(=O)NNC(=O)OCC,Inactive
331,C1CC(OC1)N2C3=C(C(=C(C(=C3Cl)Cl)Cl)Cl)N=N2,Inactive
332,CCOC(=O)CCC1=C(C2=C(C=C(C=C2OC1=O)O)O)C,Inactive
333,C1=CC=C(C=C1)C(=O)C2=C(N(C3=C([N+]2=O)C=C(C=C3)C(F)(F)F)[O-])C(F)(F)F,Active
334,CC(C)(C)OC(=O)CN1C(=O)N(C=N1)NC(=O)CC2=CC=CC=C2,Inactive
335,CN1C(=O)C2=NC3=CC=CC=C3N(C2=NC1=O)C4=CC(=CC=C4)F,Inactive
336,COC1=C(C(=C2C(=C1)C=C(N2)C(=O)N3CC(C4=C3C=C(C=C4)NO)CCl)OC)OC,Active
337,CCOC(=O)C1=NC(OC1=C(Cl)Cl)(C2=CC=CC=C2)C3=CC=CC=C3,Inactive
338,COC1=CC(=C2C(=C1)OC(=C(C2=O)OC)C3=CC4=C(C=C3)OCO4)O,Inactive
339,CCOC1=CC=C(C=C1)/C=C/C2=CC(=C(C(=C2)OC)OC)OC,Inactive
340,CC(C)CC(=O)/C(=C\C1=CC=CC=C1)/C(=O)C,Inactive
341,C1=CC=C(C(=C1)C(=O)N/N=C(\C(C#N)C2=CC=C(C=C2)Br)/C(=O)C(C#N)C3=CC=C(C=C3)Br)O,Inactive
342,COC1=C(C=C(C=C1)/C=C(/C2=CC(=C(C=C2)OC)OC)\C(=O)OCC=C)OC,Inactive
343,C[C@@H]([C@@H](C1=CC2=C(C=C1)OCCO2)OC3=CC4=C(C=C3)N(N=C4)C5=CC=C(C=C5)F)NC(=O)[C@@H](C)N,Inactive
344,CC1=C(N=C(O1)[C@@H]2CCCN2C(=O)[C@@H](C(C)C)NC(C)(C)C=C)C3=NC(=C(O3)C)C(=O)OCC=C(C)C,Inactive
345,COC1=C(C=CC(=C1)C2=N/C(=C\C3=C(NC4=C3C=C(C=C4)Cl)O)/C=C5C2=NC6=CC=CC=C65)F,Inactive
346,C1CCN(CC1)C(=O)C2CC(=O)CN3N2C(=O)N(C3=O)C4=CC=CC=C4,Inactive
347,CC(C1=CC=CC=C1)C2=C(C3=C(C=CC(=C3C=C2)OC)OC)C(=O)O,Inactive
348,C1=CC=C(C=C1)C2=CNC3=C2C(=N)N(C=N3)N,Inactive
349,CCOC(=O)/C=C/C1=NC(=C(O1)N)C#N,Inactive
350,CC(=O)OC1=CC=CC=C1C2=CC3=CC=CC=C3OC2=O,Inactive
351,CC1=CC(=O)OC2=C(C3=C(C=C12)C(=C(O3)C)CN4C(=O)[C@H]5C(C4=O)OCCOCCOCCOCCOCCO5)C,Inactive
352,C1=CC=C(C=C1)/C=N/NC(=O)C2=C(C=NC3=CC=CC=C32)C4=CN=CC=C4,Inactive
353,C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)NCN5CCN(CC5)C(=N)N=C(N)N)N(C)C)O.Cl,Active
354,CC1=CC=C(C=C1)OCC2C(CC(O2)N3C=NC4=C3N=CN=C4Cl)OC5=CC=C(C=C5)C,Inactive
355,C1=CC=C(C=C1)N(CC(=O)C2=CC(=C(C=C2)Cl)Cl)/C=C/C(=O)C(F)(F)F,Inactive
356,C[N+](C)(C)/N=C/C1=CC(=C(C=C1)O)O.[I-],Inactive
357,CCOC(=O)C1=CC2=C(N1)C(=CC(=C2)C)C(=O)C3=CC=C(C=C3)[N+](=O)[O-],Inactive
358,C1=CC=C(C=C1)N2C3=CC=CC=C3C4=CC5[C@H]6[C@@H](C42C7C5C(=O)N(C7=O)C8=CC=C(C=C8)[N+](=O)[O-])C(=O)N(C6=O)C9=CC=C(C=C9)[N+](=O)[O-],Inactive
359,C/C(=C\1/C(=O)OC(=N1)C2=CC=CC=C2)/C3=CC=CC=C3,Inactive
360,CCCCCC(CCCCC)(CCCCCCCCC1=C(C2=C(C=CC(=O)N2)C(=O)C1=O)O)O,Inactive
361,C1=CC(=CC(=C1)O)NC2=C(C(=O)N(C2=O)CC3=C(C=C(C=C3)Cl)Cl)Cl,Inactive
362,C1C2=CC(=C(C=C2CN1C3=CC=CC=C3)Br)Br,Inactive
363,C1=CC=C2C(=C1)C(=C(C(=C2O)C3=NC(=O)C4=C(C3=O)C=C(C=C4)Br)C5=C(C6=C(C=CC(=C6)Br)C(=O)N5)O)O,Active
364,C1=CC=C(C=C1)CC2=NC3=C(N2)C=C(C=C3)NC4=NC=NC5=CC=CC=C54,Inactive
365,CN1C2=C(C=C(C=C2)OC)C3=C1C4=C(C=C3)C(=O)C=CC4=O,Inactive
366,CCCCCCCCC/C=C\1/CC(OC1=O)(CO)COC(=O)C2CCCCC2,Inactive
367,CN(C)CCCN1C2=CC=CC=C2C3=CC=CC=C3C1=O.Cl,Inactive
368,CN1CCN(CC1)C2=C(C3=C(C(=O)C=CC3=O)C(=C2Cl)O)O.Cl,Inactive
369,CC1=C2CC(C(=O)C2=C(C=C1)C)(CC3=CC=CC=C3)C(=O)OC,Inactive
370,CCN(CC)C(=O)CCCCCN1C2=CC=CC=C2C3=C4C(=C5C6=CC=CC=C6NC5=C31)C(=O)N(C4=O)O,Inactive
371,CC1=NNC(=O)C2=C1NC3=C2CC4=CC=CC=C43,Inactive
372,CN1C=C(C2=CC=CC=C21)C3=CN=C(C=N3)C4=CN(C5=CC=CC=C54)C,Inactive
373,C1CC(=O)O[C@H](C/C=C\2/C(=O)C(=C[C@@H]2C/C=C\CCCC(=O)O[C@H](C/C=C\3/C(=O)C(=C[C@@H]3C/C=C\C1)Cl)CCCCC(F)(F)F)Cl)CCCCC(F)(F)F,Active
374,CC\1=NC(=C(C#N)C#N)C(=C/C1=C(\C)/O)C#N,Inactive
375,C[C@]12CC[C@@H](CC1=CCC3C2CC[C@]\4(C3C/C(=C\C5=CC(=C(C=C5)OC)OC)/C4=N\O)C)O,Inactive
376,C1=CC=C(C=C1)CN2C=CC=C2/C=C\3/C4=CC=CC=C4N(C3=O)C5=C(C=CC=C5Cl)Cl,Inactive
377,COC1=C(C=C(C=C1)C2=C(N3C=CC=CC3=N2)/C=C/C(=O)C4=CC(=C(C(=C4)OC)OC)OC)OC,Inactive
378,CC1=C(C2=CC=CC=C2N1C)C(CC3=CC=CC=C3N(C)C(=O)/C=C\C(=O)O)C4=CNC5=CC=CC=C54,Inactive
379,CCOC(=O)CN1C2=CC(=C(C3=C2C4=C(C=C(C=C4C1=O)C5=CC=CC=C5)C(=N3)Cl)OC)OC,Inactive
380,CC1=CN(C(=O)NC1=O)C2C=CC(O2)CO,Inactive
381,CCN1CC2(CCC(C34C2C(C(C31)(C5(CC(C6CC4C5C6OC)OC)O)O)OC)OC)CO,Inactive
382,C1=CC=C(C=C1)C(=O)NC(C(F)(F)F)(C(F)(F)F)O,Inactive
383,C1CC2=C(C1)C=C(C=C2)NC3=NC(=CC(=N3)Cl)Cl,Inactive
384,C1=CC=NC(=C1)/C=N/NC2=CC=CC=N2,Active
385,C1=CC=C(C=C1)CC2=NC(=C(O2)N)C#N,Inactive
386,C1CC1(C(=O)[O-])[N+]2=C(C=C(C=C2C3=CC=CC=C3)C4=CC=CC=C4)C5=CC=CC=C5,Inactive
387,C1=CC=C(C=C1)/C(=N/O)/C(=N\O)/NC2=CC=C(C=C2)C3=CC=C(C=C3)N/C(=N/O)/C(=N\O)/C4=CC=CC=C4,Inactive
388,C[C@@H]1[C@@H]2C(C(=O)O[C@H]3[C@@]24CO[C@@]([C@@H]1O)([C@@H]4[C@@]5([C@@H](C3)C(=CC(=O)[C@H]5O)C)C)O)OC(=O)CC6=CCCC6,Active
389,CN(C)C1=NC=C2C(=C1)C(=NC=N2)NC3=CC4=C(C=C3)N(N=C4)CC5=CC=CC=C5,Active
390,COC1=CC2=C(C=C1)C3=C(C(=C(C=C3C(=O)C2=O)O)OC)OC,Inactive
391,CC(C)C(C(C)O)(C(=O)OCN1C(=O)C2C3C=CC(C2C1=O)C4C3C5C4C(=O)N(C5=O)COC(=O)C(C(C)C)(C(C)O)O)O,Inactive
392,C[C@H]1CCC/C(=C/CC[C@@]([C@@H]2C[C@H]([C@H]([C@@H]1O)O)C(=C)C(=O)O2)(C)O)/C,Inactive
393,C1=CC=C2C=C(C=CC2=C1)NC(=NCC(=O)O)NC3=CC=C(C=C3)C#N,Inactive
394,CC(C)(C)OC(=O)N[C@H]1CC(C2=CC=CC=C2N(C1=O)CC(=O)O)O,Inactive
395,CC(C)(C)OC(=O)NCCNC(=O)CN(CC(=O)OC)C1CCCCC1N(CC(=O)OC)CC(=O)OC,Inactive
396,C1=CC=C(C=C1)C2=C3C(=NC(=NC3=NC=C2)N)N,Inactive
397,CC(C)(C)OC(=O)CC(C(=O)NC(CC1=CC=C(C=C1)[N+](=O)[O-])C(=O)OC)NC(=O)OC(C)(C)C,Inactive
398,COC(=O)C1=C(N=C2C3=CC=CC=C3NC4=CC=CC1=C42)C(=O)OC,Inactive
399,CC1(C2CCC3(C(C2(CCC1O)C)CCC4C3(CCC5(C4C(CC5)C(=C)C=O)C(=O)O)C)C)C,Inactive
400,COCOC1=CC(=CC(=C1)C(=O)OC2=CC=CC=C2)OCOC,Inactive
401,C1=CC=C(C=C1)[C@H]([C@H](C2=CC=CC=C2)C(=O)O)C(=O)O,Inactive
402,COC1=C(C(=C2C(=C1)C=C(N2)C(=O)N3C[C@@H](C4=C3C=C(C5=CC=CC=C54)O)CCl)OC)OC,Active
403,CC1=CC2=C(C=C1C)N=C3C(=N2)C4=C(N3CCN(C)C)C=C(C=C4)Br,Inactive
404,C1C2=C(C=CC(=C2)[N+](=O)[O-])C3=CC(=C(C(=C31)Cl)NC=O)Cl,Active
405,CCO/C(=C(/C(=N)N1CCCC1)\C(=O)NC2=CC=C(C=C2)Cl)/O,Inactive
406,CCC(C)NC1=CC=C(C=C1)N,Inactive
407,CC1CCCC2=C1C(NC(=C2C#N)N)C3=CC(=C(C=C3)OC)OC,Inactive
408,CC(C)/C=C/1\CCC(C1=O)CN2CCOCC2.Cl,Inactive
409,COC1=CC=C(C=C1)C2=NN(C3=C2C=CC(=C3)N)C(=O)C4=CC(=C(C(=C4)OC)OC)OC,Active
410,CC(C)(C)OC(=O)NCC(C1=CNC2=C1C=C(C=C2)Br)C3=CNC4=C3C=C(C=C4)Br,Inactive
411,C1=CC=C2C(=C1)C=CC3=C2C(=C(O3)[N+](=O)[O-])CCO,Inactive
412,CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=C(C=C3)OC,Inactive
413,CCCCCCCCCCCNC=O,Inactive
414,CC(=O)NC1=CC2=C(C=C1)C3=C(N2)C=C4C=CC(=CC4=N3)NC(=O)C,Inactive
415,C1=CN=CC=C1CNC2=CC(=O)NC(=O)N2,Inactive
416,C1=CC=C(C=C1)CN2C=C(N3C2=NC(=C3O)/C=C\4/C=CC=CC4=O)N,Inactive
417,CC1C(C(CC(O1)OC2CC(OC(C2O)C)OC3=CC4=CC5=C(C(=O)[C@H]([C@@H](C5)[C@@H](C(=O)N[C@@H](CC6=CNC7=CC=CC=C76)C(=O)OC)OC)OC8CC(C(C(O8)C)O)OC9CC(C(C(O9)C)O)OC1CC(C(C(O1)C)O)(C)O)C(=C4C(=C3C)O)O)O)O,Active
418,CC1=CC(=C(C=C1)C)/C(=N\N=C(N)N)/C2CC2.Cl,Inactive
419,CC(C)(C(=O)N(C1=CC=CC=C1)C(=O)N2CCN(CC2)C3=CC=CC=C3)OC4=CC=C(C=C4)Cl,Inactive
420,CCC1=C(CC2C3=CC(=C(C=C3CCN2C1)OC)OC)CC4C5=CC=CC=C5CCN4.Br,Active
