smile,activity,Difference_set
COC1=C(C=CC(=C1)/C=C\[N+](=O)[O-])O,Inactive,0
C1=CC=C2C(=C1)C3=CC=CC=C3C(=O)C2=O,Inactive,0
COC1=C(C=C(C=C1)/C=C\[N+](=O)[O-])OC,Inactive,0
CCN(CC)CCNC(=O)C(=C1C(=C(C(=C1Cl)Cl)Cl)Cl)Cl,Inactive,0
C1CCC(CC1)C2=C(C(=CC(=C2)Br)C(=O)N)O,Inactive,0
C1CCN(CC1)CC2=C(OC(=C2CN3CCCCC3)C4=CC=CC=C4)C5=CC=CC=C5.Cl,Inactive,0
CCCCCN(CCCCC)CC(C1=CC2=C(C=CC3=C2C=CC(=C3)C(C)C)C(=C1)C)O.Cl,Inactive,0
COC1CC2C3(CCN2CC4=C(C5=C(C=C43)OCO5)OC)C=C1.OCl(=O)(=O)=O,Inactive,0
C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5C(=O)C4=C3C)C)O)C)NC1,Inactive,0
CC1C(C(C(C(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)O)O,Active,0
CC1C(C(CC(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)O,Active,0
CC(=O)OC1CC2(C(CCC3(C2(CCC3C4=COC(=O)C=C4)O)C)C5(C1=CC(CC5)OC6C(C(C(C(O6)CO)O)O)O)C)O,Active,0
C[C@H]1CC[C@H]2[C@@]([C@]3([C@H](C[C@]4([C@@H]5CC[C@H]6[C@]7([C@]5(C[C@]4([C@@H]3CN2C1)O)O[C@]6([C@H](CC7)OC(=O)C8=CC(=C(C=C8)OC)OC)O)C)O)O)O)(C)O,Inactive,0
CC1C(C(C(C(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CCC3=C2)O)C6=COC(=O)C=C6)C)C)O)OC7C(C(C(C(O7)CO)O)O)O)O,Active,0
CC1C(C(CC(O1)OC2C(OC(CC2O)OC3C(OC(CC3O)OC4CCC5(C(C4)CCC6C5CCC7(C6(CCC7C8=CC(=O)OC8)O)C)C)C)C)O)O,Active,0
CC1C(C(CC(O1)O[C@H]2CC[C@@]3([C@H]4CC[C@@]5([C@H](CC[C@@]5([C@@H]4CC[C@@]3(C2)O)O)C6=CC(=O)OC6)C)C=O)OC)OC7C(C(C(C(O7)COC8C(C(C(C(O8)CO)O)O)O)O)O)O,Active,0
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CCC5C6=CC(=O)OC6)O)C)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,Active,0
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CC(C5(C4(CCC5C6=CC(=O)OC6)O)C)O)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,Active,0
CC(=O)OC1CC2(C(CCC3(C2(CCC3C4=COC(=O)C=C4)O)C)C5(C1=CC(CC5)O)C)O,Active,0
CC1C(C(CC(O1)OC2CCC3(C(C2)CCC4C3CCC5(C4(CC(C5C6=CC(=O)OC6)O)O)C)C)O)OC7CC(C(C(O7)C)OC8CC(C(C(O8)C)OC9C(C(C(C(O9)CO)O)O)O)OC(=O)C)O,Active,0
C1=CC=C2C(=C1)C(=C3C=CC=CC3=N2)N.Cl,Inactive,0
C1=CC=C(C=C1)NC2=C(C=CC3=C2C(=O)C4=CC=CC=C4C3=O)C(=O)O,Inactive,0
C1(C(=O)NC(=O)N1)NC(=O)N,Inactive,0
C(/C(=C/C(=O)O)/C(=O)O)C(=O)O,Inactive,0
C1=CC(=CC=C1C(=O)O)N,Inactive,0
CC1(C2CCC1(C(C2)Cl)CC(=O)O)C,Inactive,0
C[C@]12CC[C@@H](C1(C)C)C[C@H]2OC(=O)/C=C/C3=CC=CC=C3,Inactive,0
C=CC(=O)NCNC(=O)C=C,Inactive,0
COC1=CC(=C(C=C1)C(=O)C2=CC=CC=C2)O,Inactive,0
CC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)C)C(C)(C)C)O,Inactive,0
CCC1=CC(=C(C(=C1)C(C)(C)C)O)CC2=C(C(=CC(=C2)CC)C(C)(C)C)O,Inactive,0
CC1=CC=C(C=C1)[N+]2=C3C=C(C(=CC3=NC4=C2C=C(C(=C4)C)N)C)NC5=CC=CC=C5,Active,0
C1=CC(=O)C=CC1=C(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O,Inactive,0
C1=CC2=C(C(=C1)C3=CC=CC4=C3C(=CC=C4)C(=O)O)C(=CC=C2)C(=O)O,Inactive,0
CN(C)C1=CC=C(C=C1)N=C2C=CC(=[N+](C)C)C=C2.[Cl-],Inactive,0
CCN(CC)C1=CC2=C(C=C1C)N=C3C(=CC(=CC3=N)N)O2.Cl,Inactive,0
CC[N+](=C1C=C2C(=NC3=C(O2)C=C(C=C3)N(C)C)C=C1C)CC.[Cl-],Inactive,0
CCN(CC)C1=CC2=C(C=C1)NC3=C(O2)C(=O)C(=O)C=C3C(=O)[NH3+].[Cl-],Inactive,0
C1=CC=C2C(=C1)C(=O)C3=C(C=CC(=C3C2=O)N)N,Inactive,0
CN1C=NC2=C1C(=NC(=N2)Cl)Cl,Inactive,0
C1=CC=C(C=C1)C2=CC(=C(C=C2)O)N,Inactive,0
CCC(C)(C)C1=CC=C(C=C1)OC2=CC=CC(=C2)C(=O)O,Inactive,0
C1=CC=C(C=C1)C(=O)NC2=CC=CC3=CC=CC=C32,Inactive,0
CC[C@H](CC[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C,Inactive,0
C1C=C2C(=CC(=O)O2)C(O1)O,Inactive,0
C1=CC=C(C=C1)C2=NC(=NN2)NC(=O)N,Inactive,0
CCN(CC)CCCC(C1=CC=C(C=C1)F)NC2=C3C=C(C=CC3=NC4=C2C=CC(=C4)Cl)OC,Inactive,0
C1=CC(=CC=C1NC(=O)CCl)Cl,Inactive,0
CCOC(=O)C1=CC=C(C=C1)O,Inactive,0
C1=CC=C2C(=C1)C=C(C3=CC=CC=C23)Cl,Inactive,0
CC1=CC(=CC2=C1C=CC3=C2C=CC(=C3)C(C)C)C(CN(C)C)O.Cl,Inactive,0
CCN(CC)CCCCNC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC.Cl,Inactive,0
CN(C)C1=CC2=C(C=C1)NC3=C(O2)C(=O)C(=O)C=C3C(=O)[NH3+].[Cl-],Inactive,0
C1C2=CC(=C(C=C2C3C1(COC4=C3C=CC(=C4)O)O)O)O,Inactive,0
CCN=C1C=CC(=C(C2=CC=C(C=C2)N)C3=CC(=C(C=C3)N(CC)CC)C)C=C1.Cl,Active,0
CC1=C/C(=C(\C2=CC=C(C=C2)N(C)C)/C3=CC=C(C=C3)[N+](C)(C)C)/C=CC1=[N+](C)C.[Cl-],Inactive,0
CCN(CC)C1=CC=C(C=C1)C(=C2C=CC(=[N+](CC)CC)C=C2)C3=CC=C(C=C3)N(CC)CC.[Cl-],Active,0
C1=CC2=C(C(=C(C=C2I)I)O)N=C1,Inactive,0
C1=CC=C2C(=C1)C=CC(=O)O2,Inactive,0
C[C@H](CCC(=O)O)[C@H]1CC[C@@H]2[C@@]1([C@H](C[C@H]3[C@H]2CC[C@H]4[C@@]3(CC[C@H](C4)O)C)O)C,Inactive,0
C1=CC(=CC=C1C[C@@H](C(=O)O)N)N(CCCl)CCCl.Cl,Inactive,0
CCOC(=O)NC,Inactive,0
C1=CC=C2C(=C1)N=C(O2)N=C(N)N,Inactive,0
C1=CC(=CC=C1Br)[I+]C2=CC=C(C=C2)Br.I,Inactive,0
C1=CC=C(C=C1)[I+]C2=CC=CC=C2.C1=C(C=C(C(=C1[N+](=O)[O-])O)[N+](=O)[O-])[N+](=O)[O-],Inactive,0
CC1=CC=C(C=C1)[I+]C2=CC=C(C=C2)C.Br,Inactive,0
CC(C)(C)C1=CC=C(C=C1)[I+]C2=CC=C(C=C2)C(C)(C)C.Cl,Inactive,0
C1=CC=C(C=C1)N=NC2=CC=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O,Inactive,0
C1=CC=C(C(=C1)C2=C3C=C(C(=O)C=C3OC4=CC(=C(C=C42)O)O)O)O,Inactive,0
CC(=CCC1C(O1)(C)C2C(C(CCC23CO3)OC(=O)/C=C/C=C/C=C/C=C\C(=O)O)OC)C,Inactive,0
C1=CC(=C(C=C1C2=C(C(=O)C3=C(C=C(C=C3O2)O)O)O)O)O,Inactive,0
CC1CCC2(C(C3C(O2)CC4C3(CCC5C4CCC6C5(CCC(C6)OC7C(C(C(C(O7)CO)OC8C(C(C(C(O8)CO)O)OC9C(C(C(CO9)O)O)O)OC2C(C(C(C(O2)CO)O)O)O)O)O)C)C)C)NC1,Inactive,0
C1C(=O)NC(=O)N1,Inactive,0
CC(=CCC/C(=C/CO)/C)C,Inactive,0
C1=CC=C(C=C1)C2=CC=CC=C2I,Inactive,0
C[N+](=C1C=CC2=NC3=C(C=CC4=CC=CC=C43)OC2=C1)C.[Cl-],Inactive,0
CCC(C)(C)C1=CC=C(C=C1)OCCCCCCN2CCNCC2.Cl,Inactive,0
C1CCC(CC1)C2=CC=C(C=C2)OCCCCCCN3CCNCC3.Cl,Inactive,0
C(C(=O)O)N(CC(=O)O)N,Inactive,0
CN(C)C1=CC=C(C=C1)N=NC2=CC=CC=N2,Inactive,0
C1=CC2=C(C=C1F)C(=CN2)CC(C(=O)O)N,Inactive,0
C1=CC2=C(C=C1F)NC=C2CC(C(=O)O)N,Inactive,0
CN(C)C1=CC2=[N+](C3=C(C=CC(=C3)N)N=C2C=C1)C4=CC=CC=C4.[Cl-],Inactive,0
CC1=CC(=O)OC2=C1C=CC(=C2)O,Inactive,0
C1=CC=C2C=C(C=CC2=C1)C3=C(C=CC4=C3C(=O)C5=CC=CC=C5C4=O)C(=O)O,Inactive,0
CC1=C(C=CC(=C1)N=NC2=C(C=CC3=CC=CC=C32)O)N=NC4=CC(=CC=C4)[N+](C)(C)C,Inactive,0
CCN(CC)C1=CC2=[N+](C3=C(C=CC(=C3)N=NC4=CC=C(C=C4)O)N=C2C=C1)C5=CC=CC=C5.[Cl-],Inactive,0
CC[N+](=C1C=CC2=NC3=C(C=C(C4=CC=CC=C43)NCC5=CC=CC=C5)OC2=C1)CC.[Cl-],Active,0
CC(=CC[C@@H]1[C@@](O1)(C)[C@H]2[C@@H]([C@@H](CC[C@]23CO3)O)OC)C,Inactive,0
CCN(CC)CCC(CNC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC)C4=CC=CC=C4.Cl,Inactive,0
CC(C)CCN(CCCCCCCCCCN1CCCC2=C1C=CC(=C2)OC)CCC(C)C,Inactive,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2C(=O)C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C,Inactive,0
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C,Inactive,0
C1CN1C2=NC(=NC(=N2)N3CC3)N4CC4,Inactive,0
C(CCCl)CC(CCl)NCCCl.Cl,Inactive,0
CC(=O)[C@H]1CC[C@@H]2[C@@]1(CC=C3[C@]24C=C[C@@]5([C@@]3(CC[C@@H](C5)O)C)C(C4C(=O)O)C(=O)O)C,Inactive,0
C1=CC(=C(C=C1Cl)CC2=C(C(=CC(=C2)Cl)Cl)O)O,Inactive,0
CCCC(C)C1=CC(=C(C(=C1)CC2=C(C(=CC(=C2)Cl)Cl)O)O)CC3=C(C(=CC(=C3)Cl)Cl)O,Inactive,0
C1=CC2=C(C=CC(=C2C3=C(C=CC4=C3C=CC(=C4)Br)O)O)C=C1Br,Inactive,0
C1=CC=C2C(=C1)C=CC=C2NCCN.Cl,Inactive,0
C1=CC=C2C(=C1)C=CC3=C2C=CC=N3,Inactive,0
C1=CC=C(C=C1)[N+]2=C3C=C(C=CC3=NC4=C2C=C(C=C4)N)N.[Cl-],Inactive,0
CCCCCCCC/C=C\CCCCCCCC(=O)O,Inactive,0
CC1=CC(=C(C2=CC(=C(C=C2)N)C)C3=CC(=C(C=C3)N)C)C=CC1=N.Cl,Inactive,0
C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CC=C4[C@@]3(CC[C@@H](C4)O)C,Inactive,0
C1=CC(=CC=C1C(=N)N)OCCCCCOC2=CC=C(C=C2)C(=N)N,Inactive,0
CC(CC1=CNC2=CC=CC=C21)(C(=O)O)N,Inactive,0
CCCCCCCCCC[N+](C)(C)C.[Br-],Inactive,0
C1=CC=C(C=C1)CC(C(=O)O)N,Inactive,0
CC(CN(C)C)C(C#N)(C1=CC=CC=C1)C2=CC=CC=C2,Inactive,0
CC1=CC(=C2C=C(C=CC2=N1)OC)NCCCCCCCCCNC3=C4C=C(C=CC4=NC(=C3)C)OC.Cl,Inactive,0
CCCCCCCCCCCCN1C(=NC2=CC=CC=C21)C.Br,Inactive,0
C[C@]12CC(=O)[C@H]3[C@H]([C@@H]1CC[C@@]2(C(=O)CO)O)CCC4=CC(=O)C=C[C@]34C,Inactive,0
CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=C(C=C3)Cl,Inactive,0
CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=CC=C3,Inactive,0
C1OC2=C(O1)C=C(C=C2)/C=C\[N+](=O)[O-],Inactive,0
C1CC(=O)OC2=CC=CC=C21,Inactive,0
C1=CC=C(C=C1)/C=C(\CC(=O)O)/C(=O)O,Inactive,0
COC1=CC(=C(C=C1)C#CC(=O)O)OC,Inactive,0
COC1=CC=CC(=C1OC)C#CC(=O)OC,Inactive,0
C1=CC=C(C=C1)C2C(=O)OC(=N2)C3=CC=CC=C3,Inactive,0
C\1COC(=O)/C1=N\O,Inactive,0
C1=CC2=C(C=C1[N+](=O)[O-])C=C(C(=O)O2)Br,Inactive,0
CC1=CC(=C(C(=C1N)C)N)C,Inactive,0
C1N2CN3CN1C[N+](C2)(C3)CC4=CC=CC=C4.[Cl-],Inactive,0
C1CCN(CC1)C(=O)/C=C/C2=CC=CC=C2,Inactive,0
CN(CC1=CC=CC2=CC=CC=C21)CC3=CC=CC4=CC=CC=C43,Inactive,0
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)(C(C3=CC=C(C=C3)Cl)(C4=CC=C(C=C4)Cl)O)O)Cl,Inactive,0
C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=[N+]2[O-],Inactive,0
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C(=C(C=C3O)O)O,Inactive,0
C1=CC(=N)C=CC1=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N.Cl,Inactive,0
CC1=CC(=C(C2=CC=C(C=C2)N)C3=CC=C(C=C3)N)C=CC1=N.Cl,Inactive,0
CC1=C/C(=C(/C2=CC(=C(C=C2)O)C)\C3=CC=CC=C3C(=O)O)/C=CC1=O,Inactive,0
CC1=CC=CC=C1N=NC2=CC(=C(C=C2)N=NC3=C(C=CC4=CC=CC=C43)O)C,Inactive,0
CN(C)C1=CC=C(C=C1)/C=C/C2=CC=NC3=CC=CC=C23.Cl,Inactive,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)CO)O)C)O,Inactive,0
CCN(CC)CCCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=C(C=C3)Cl,Inactive,0
CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC=C1)Cl)C3=CC=C(C=C3)OC,Inactive,0
C[N+]1=CC=CC=C1/C=C\C2=CC=C(C=C2)N(C)C.[I-],Inactive,0
C[N+]1=C(C=CC2=CC=CC=C21)/C=C\C3=CC=C(C=C3)Cl.[I-],Inactive,0
CC1(C2=CC=CC=C2[N+](=C1/C=C\C=C\C3=CC=CC=C3)C)C.[I-],Inactive,0
CC1(C2=CC=CC=C2[N+](=C1/C=C/C3=CC=C(C=C3)N(C)C)C)C.[I-],Inactive,0
CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)C[N+](C)(C)[O-],Inactive,0
CC(C)(C)CC(C)(C)C1=CC(=C(C(=C1)O)O)CN2CCCCC2,Inactive,0
CCCCCCN(CCCCCC)CC(C1=CC=CC2=C1C=C(C=C2)Cl)O.Cl,Inactive,0
CCCCN(CCCC)CC(C)(C)C(C1=CC=C(C2=CC=CC=C21)OC)O.Cl,Inactive,0
CCN(CC)CCCC(CC1=CC=CC=C1)NC2=C3C=C(C=CC3=NC4=C2C=CC(=C4)Cl)OC.Cl,Inactive,0
CCN(CC)CCC(CNC1=C2C=CC(=CC2=NC3=CC(=C(C=C31)OC)OC)[N+](=O)[O-])C4=CC=CC=C4.Cl,Active,0
CCCCCN(CCCCC)CC(C1=C(C=CC(=C1)Cl)OC)O.Cl,Inactive,0
CCCCCN(CCCCC)CC(C1=CC=C(C2=CC=CC=C21)Cl)O.Cl,Inactive,0
CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=C(C=CC3=NC4=C2C=CC(=C4)Cl)OC)O.Cl,Inactive,0
CC1CCCN1CCCOC(=O)C2=CC=C(C=C2)OC3CCCC=C3.Cl,Inactive,0
C[C@]12CCC(=O)C=C1CC[C@@H]3[C@@H]2[C@H](C[C@]4([C@H]3CC[C@@]4(C(=O)COC(=O)CCC5CCCC5)O)C)O,Inactive,0
CC1=CC(=C(C=C1CN2CCCCC2)C(C)C)O,Inactive,0
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CN=CC=C3)O.Cl,Inactive,0
C1=CC=C(C=C1)C(C2=CC=CC=C2)(C3=CC=CC=N3)O,Inactive,0
C1CCC2=C(C1)C3=C(C4=C(C=C3)C(=CC=C4)O)OC2=O,Inactive,0
C1=CC=C(C=C1)N=NC(C(=N)N)C(=O)N.Cl,Inactive,0
CC(=O)NC(CC1=CC=C(C=C1)O)C(=O)O,Inactive,0
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O,Inactive,0
C1=CC(=C(C=C1Cl)[N+](=O)[O-])/C=C/[N+](=O)[O-],Inactive,0
CNC(=O)NC1=CC=CC=C1,Inactive,0
C1=CC=C(C=C1)N=NC2=C(C=CC3=CC=CC=C32)O,Inactive,0
COC1=CC=CC=C1N=NC2=C(C=CC3=CC=CC=C32)O,Inactive,0
CC[NH+]=C1C=CC(=C(C2=CC=C(C=C2)N(C)C)C3=CC=C(C=C3)N(C)C)C4=CC=CC=C14.[Cl-],Active,0
C1=CC=C2C(=C1)C=CC=C2[N+]3=C4C=C(C5=CC=CC=C5C4=NC6=C3C=CC7=CC=CC=C76)N.C1=CC=C2C(=C1)C=CC=C2[N+]3=C4C=C(C5=CC=CC=C5C4=NC6=C3C=C(C7=CC=CC=C76)N)N.[Cl-].[Cl-],Inactive,0
CCC(C)OC1=NC2=C(N1C)C(=O)N(C(=O)N2C)C,Inactive,0
CCCCCN(CCCCC)CC(C)(C)C(C1=CC=C(C2=CC=CC=C21)OC)O,Inactive,0
C1=CN=CC=C1/C=C/C2=CC=NC=C2,Inactive,0
CC1C(=O)C(=C(C1(C2=CC=CC=C2)O)C3=CC=CC=C3)C,Inactive,0
CCN(CC)CC(CNC1=C2C=C(C=CC2=NC3=C1C=CC(=C3)Cl)OC)O.Cl,Active,0
C1=NC2=C(N1)C(=NC=N2)NCCO,Inactive,0
CC(C)CCNC1=NC=NC2=C1C=NN2.Cl,Inactive,0
CCCCN(C1=CC=CC=C1)C2=NC=NC3=C2C=NN3C,Inactive,0
CN1C2=NC(=NC(=C2C=N1)NC3=CC=C(C=C3)Br)NC4=CC=C(C=C4)Br,Inactive,0
CN1C2=NC(=NC(=C2C=N1)NC3=CC(=CC=C3)Cl)NC4=CC(=CC=C4)Cl,Inactive,0
C=CCN1C(=O)N(C(=O)N(C1=O)CC=C)CC=C,Inactive,0
C1=CC=C(C=C1)N=NC2=C(C(=CC3=CC=CC=C32)C(=O)O)O,Inactive,0
CN(CC(=O)O)CC(=O)O,Inactive,0
CC(=CC1C(C1(C)C)C(=O)O)C,Inactive,0
CC1=CC(=O)OC2=C1C=C(C=C2)OC,Inactive,0
C1OC2=C(O1)C=C(C=C2)/C=C/C(=O)C3=CC=CC=C3,Inactive,0
COC1=CC=CC=C1/C=C\C(=O)C2=CC=CC=C2,Inactive,0
COC1=C(C=C(C=C1)/C=C/C(=O)C2=CC=CC=C2)OC,Inactive,0
CCCCCN(CCCCC)CC(C1=CC2=C(CCCC2)C3=CC=CC=C31)O.Cl,Inactive,0
C1=CC=C2C(=C1)C(=CC(=O)O2)O,Inactive,0
CC1=C(C2=CC=CC=C2C(=O)C1=O)O,Inactive,0
CC(=CCC1=C(C2=CC=CC=C2C(=O)C1=O)O)C,Inactive,0
COC1=CC=CC2=C3C(=C(C=C21)[N+](=O)[O-])C(=CC4=C3OCO4)C(=O)O,Inactive,0
CN(C)CCOC1=C(C=C(C=C1)I)CC2=CC=CC=C2.Cl,Inactive,0
C1=CC=C(C=C1)CC2=C(C(=CC(=C2)Cl)CNCCNCC3=CC(=CC(=C3O)CC4=CC=CC=C4)Cl)O.Cl,Active,0
CC1=CC(=C(C(=C1)CNCCCCCCNCC2=CC(=CC(=C2O)C)C)O)C.Cl,Inactive,0
CC1=CC(=C(C(=C1)CNCCCNCC2=CC(=CC(=C2O)C)C)O)C.Cl,Inactive,0
C1=C(C(=C(C(=C1Cl)Cl)CNCCNCC2=C(C(=CC(=C2Cl)Cl)Cl)O)O)Cl,Inactive,0
CC1=CC2=C(C(=C(C(=C2C(C)C)O)O)C=NCCO)C(=C1C3=C(C4=C(C=C3C)C(=C(C(=C4C=NCCO)O)O)C(C)C)O)O,Inactive,0
CCCCCN=CC1=C(C(=C(C2=C1C(=C(C(=C2)C)C3=C(C4=C(C=C3C)C(=C(C(=C4C=NCCCCC)O)O)C(C)C)O)O)C(C)C)O)O,Inactive,0
CC(C)(C)C1=NN=C2C1C(=O)C3=CC=CC=C32,Inactive,0
CC(CNC(=O)N)NC(=O)N,Inactive,0
C1=CC2=C(C=C1O)OC3=CC(=O)C=CC3=N2,Inactive,0
C/C(=C/C1=CC(=C(C=C1)OC)OC)/[N+](=O)[O-],Inactive,0
CC1=CC(=C2C=C(C=CC2=N1)NC(=O)CCCCCCCCC(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N)N.Cl,Inactive,0
CC1=CC(=C2C=C(C=CC2=N1)NC(=O)NC3=CC4=C(C=C(N=C4C=C3)C)N)N.Cl,Inactive,0
C1=NC2=C(NC(=O)N=C2N1C3C(C(C(O3)CO)O)O)N,Inactive,0
CC12CC(C3(C(C1CCC2(C(=O)CO)O)CCC4=CC(=O)C=CC43C)F)O,Inactive,0
C1=CC=C(C=C1)C2=C(C(=CC3=CC=CC=C32)C4=C5C=CC(=O)C=C5OC6=C4C=CC(=C6)O)C(=O)O,Inactive,0
CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC[C@@H]4[C@@]3(C[C@H](C(=O)C4)C)C)C,Inactive,0
C1C2=CC=CC=C2C3=C1C=C(C=C3)N,Inactive,0
CNC1=CC2=C(C=C1)C3=CC=CC=C3C2,Inactive,0
CCNC1=CC2=C(C=C1)C3=CC=CC=C3C2,Inactive,0
C1=CC=C2C(=C1)C3=CC=CC=C3C2=NC4=CC=C(C=C4)N=C5C6=CC=CC=C6C7=CC=CC=C75,Inactive,0
C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)N=[N+](C4=CC5=C(C=C4)C6=CC=CC=C6C5=O)[O-],Inactive,0
C1=CC=C2C(=C1)C3=C(C2=O)C=C(C=C3)N,Inactive,0
CC(=O)NC1=CC2=C(C=C1)C3=CC=CC=C3C2=O,Inactive,0
C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC4=C(C=C3)C5=CC=CC=C5C4=O)O,Inactive,0
C1=CC=C2C=C(C=CC2=C1)NC(=O)CCC(=O)O,Inactive,0
CC1=CC2=C(C=C1N)N=C3C=C(C=CC3=C2)N(C)C.Cl,Active,0
C1=CC(=C(C=C1NC2=C3C=CC(=CC3=NC=C2)Cl)O)C(=O)O.Cl,Inactive,0
COC1=CC2=C(C3=C(C=C(C=C3)Cl)N=C2C=C1)NC4=CC(=C(C=C4)O)CN5CCCC5.Cl,Inactive,0
CC(C)C1=CC2=C(C=C1)C3CCCC(C3CC2)(C)NCC4=CC=CC=C4.Cl,Inactive,0
CC(=O)OCC(=O)[C@]1(CC[C@@H]2[C@@]1(C[C@@H]([C@]3([C@H]2CCC4=CC(=O)C=C[C@@]43C)F)O)C)O,Inactive,0
C[C@@H]1C[C@@]2([C@@H]3[C@@H](CCC2=CC1=O)[C@@H]4CC[C@@]([C@]4(C[C@@H]3O)C)(C(=O)COC(=O)C)O)C,Inactive,0
C1=CC=C(C=C1)C2=C(C(=O)C3=CC=CC=C3N2)Br,Inactive,0
COC1=CC2=C(C=CN=C2C=C1)C(C3CC4CCN3CC4C=C)O.Br,Inactive,0
C1=CC=C2C=C(C(=CC2=C1)C(=O)NC3=CC(=CC=C3)Cl)O,Inactive,0
CCN(CC)CCCC(C)NC1=C2C=CC(=CC2=NC3=CC(=C(C=C31)OC)OC)Cl.Cl,Inactive,0
CN(C)C1=CC=C(C=C1)NC2=C3C=CC=CC3=NC4=CC=CC=C42,Inactive,0
CCN(CC)CC(CNC1=C2C=CC(=CC2=NC3=CC(=C(C=C31)OC)OC)[N+](=O)[O-])O.Cl,Active,0
COC1=CC2=C(C3=CC=CC=C3N=C2C=C1)NCCNCCO.Cl,Inactive,0
C1CCC(CC1)NCCNC2=C3C=CC(=CC3=NC=C2)Cl,Inactive,0
CC1=CC(=C(C=C1NC2=C3C=C(C=CC3=NC4=C2C=CC(=C4)Cl)OC)C(C)C)O,Inactive,0
C1CCNC(C1)C(C2=CC(=NC3=C2C=C(C=C3)Cl)C4=CC=CC=C4)O.Cl,Inactive,0
CCCCCCN(CCCCCC)CC(C1=CC=C2CCC3=C2C1=CC=C3)O,Inactive,0
C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N,Inactive,0
C1=CC(=CN=C1)C(=O)N,Inactive,0
C1=CC=C(C(=C1)/C=C/C(=O)C2=CC=C(C=C2)O)Cl,Inactive,0
CC(CC(C#N)(C1=CC=CC=C1)C2=CC=CC=C2)N3CCCCC3,Inactive,0
C1=CC2=C(C=C1Cl)N=NC(=N2)N,Inactive,0
C1=CC=C2C(=C1)C(=NC=N2)NCC(CO)O,Inactive,0
C1=CC(=C(C=C1Br)C(=O)C(=O)C2=C(C=CC(=C2)Br)O)O,Inactive,0
CCCCNC1=C2C=CC(=CC2=NC=C1CN)Cl,Inactive,0
CCN1CCC(CC1)NC2=C3C=CC(=CC3=NC=C2)Cl,Inactive,0
CCCCCCCCCCN(CCCCCCCCCC)CC(=O)C1=CC2=C(C=C1)C=C(C3=CC=CC=C32)Br.Cl,Inactive,0
COC1=C(C2=C(C(=C1)NCCC3CCCCN3)N=CC=C2)OC.I,Inactive,0
